age Q5..Children.in.HH Q6..Non.HH.Face.to.Face.Count Q7..Six.Feet.Away...If.Q6...0. Q19.20..Race...Ethnicity
73 0 9 9 Black
69 0 1 1 White
44 1 9 9 White
64 0 9 9 White
60 0 3 1 Black
79 0 1 0 White
60 1 0 0 White
59 0 6 4 Hispanic.Latino
76 0 1 1 Black
59 0 0 0 Black
64 0 1 1 White
83 0 2 2 White
57 0 1 1 White
78 0 0 0 White
47 1 0 0 Other
58 0 5 4 Black
71 0 9 6 Black
89 0 3 0 White
37 3 0 0 White
54 2 1 1 White
78 0 2 2 Black
60 0 9 9 Hispanic.Latino
55 0 3 3 White
76 1 1 1 Black
82 0 1 1 White
71 0 0 0 White
85 0 9 9 White
45 0 8 4 White
96 0 2 2 Black
78 0 4 0 White
62 0 0 0 White
72 0 1 1 White
78 0 3 3 White
77 0 2 1 Black
88 0 9 9 White
70 0 0 0 White
60 0 2 1 White
70 0 3 3 White
79 0 2 2 Black
58 0 4 4 White
64 0 4 1 White
62 0 0 0 White
69 0 3 2 White
66 0 3 3 White
83 0 2 2 White
82 0 2 2 White
66 0 1 1 Hispanic.Latino
68 0 3 1 White
68 0 1 1 White
76 0 9 9 White
79 0 4 0 White
48 0 4 4 White
74 0 2 2 Black
76 0 4 4 White
68 0 2 2 White
77 0 2 1 White
85 0 2 0 White
58 1 0 0 White
47 1 9 9 Other
79 0 0 0 White
79 0 4 0 White
73 0 0 0 Black
85 0 4 4 White
58 1 9 9 White
75 0 3 2 White
72 0 0 0 White
73 0 1 0 White
76 0 0 0 Black
28 2 3 3 Hispanic.Latino
82 0 9 3 White
73 0 9 0 Other
72 0 9 7 White
49 2 1 1 Hispanic.Latino
46 0 9 9 Black
62 0 1 1 White
79 2 2 2 White
89 0 1 1 White
66 0 2 0 Black
76 0 1 1 White
51 2 0 0 White
46 2 0 0 White
71 0 4 5 Other
53 0 2 2 White
84 0 1 1 White
70 0 6 6 White
62 0 2 9 White
69 0 0 0 Other
75 0 2 2 White
73 0 0 0 White
66 3 0 0 Black
68 0 5 5 Other
55 1 5 5 Black
65 0 2 2 Black
57 0 9 9 White
74 0 2 2 White
72 0 5 6 White
78 0 1 1 White
71 0 3 1 Black
72 0 9 9 White
75 0 0 0 White
72 0 0 0 White
50 0 3 3 Black
54 0 5 9 White
49 1 4 4 White
77 0 9 5 White
76 0 3 4 Black
65 0 2 2 Hispanic.Latino
78 0 1 1 Black
53 0 1 1 White
52 1 1 1 White
67 0 0 0 Black
76 0 3 0 White
77 0 1 1 White
74 3 0 0 Black
72 0 4 2 Black
71 0 2 2 Black
79 0 0 0 White
48 2 1 1 White
29 0 1 2 Black
68 0 0 0 White
84 0 0 0 White
61 0 0 0 White
60 0 9 9 White
78 0 6 3 Black
38 0 1 1 Other
68 0 9 4 White
50 0 4 4 White
70 0 5 3 White
50 1 8 5 Hispanic.Latino
28 1 1 9 White
81 0 3 3 White
65 0 4 2 Black
56 1 0 0 White
46 1 4 1 White
78 2 1 1 White
74 0 2 2 Black
74 0 0 0 White
90 0 9 0 White
53 0 2 2 White
74 0 4 2 White
60 0 5 2 White
88 0 0 0 White
93 0 9 3 White
36 2 1 1 White
49 0 7 7 White
34 0 0 0 White
65 0 0 0 White
77 0 9 5 White
68 0 0 0 White
69 0 0 0 White
84 0 9 0 White
77 0 3 3 White
52 0 0 0 White
65 0 3 0 White
48 1 9 1 Black
90 0 0 0 White
63 1 2 2 White
70 0 6 6 White
43 3 0 0 Black
68 0 2 2 Black
70 0 9 9 White
48 1 1 1 White
93 0 2 3 White
76 0 1 1 White
54 1 0 0 Black
62 0 0 0 White
75 0 1 0 White
57 0 9 9 White
65 0 0 0 Black
81 0 0 0 White
55 2 2 2 White
47 0 5 2 White
50 0 0 0 White
70 0 0 0 White
72 1 2 1 Black
72 1 4 1 Black
80 0 2 3 Other
75 0 2 1 White
76 0 5 0 White
59 0 4 5 White
68 0 4 4 White
67 0 0 0 White
79 0 9 8 Black
75 3 1 0 White
68 0 1 3 Black
57 3 9 8 White
48 0 3 2 White
87 0 2 2 White
66 0 9 0 Other
68 0 0 0 Hispanic.Latino
77 0 1 1 White
84 0 4 4 White
38 3 3 3 White
77 0 4 1 White
83 0 3 3 Black
57 0 1 1 White
83 0 1 1 White
75 0 3 3 White
53 0 0 0 Black
83 0 2 9 White
72 0 2 1 White
77 0 0 0 White
55 0 2 9 Black
67 0 0 0 White
49 1 0 0 White
83 0 1 1 White
75 0 4 4 White
50 0 0 0 White
58 0 0 0 White
66 0 8 1 Other
78 3 0 0 Black
77 0 1 1 Black
71 0 2 2 White
59 0 0 0 Other
77 0 0 0 White
74 0 9 2 White
52 1 5 3 White
75 0 0 0 White
55 2 4 4 White
66 0 1 1 White
57 0 9 1 Hispanic.Latino
80 0 7 0 White
73 0 7 9 White
76 0 9 1 White
45 0 0 0 Other
65 0 6 6 Black
57 0 9 9 White
71 0 1 1 White
78 0 9 9 White
86 0 3 2 White
61 0 9 9 White
61 0 2 0 White
70 0 1 0 White
68 0 2 2 Black
79 0 0 0 White
77 0 9 1 White
80 0 3 3 White
62 2 0 0 Black
64 0 4 2 White
25 2 0 0 White
65 0 2 2 White
80 0 2 0 White
78 0 1 1 White
79 0 0 0 White
92 0 1 1 White
83 1 4 2 White
88 0 3 3 Black
72 0 0 0 White
63 0 2 1 White
79 0 1 1 White
49 1 2 2 Black
37 3 9 0 White
47 1 9 2 White
62 0 2 0 White
72 0 0 0 White
76 0 0 0 White
63 0 5 3 White
58 0 3 2 White
75 0 4 0 White
83 0 2 1 Black
67 0 2 1 White
48 0 9 3 White
60 1 2 2 White
86 0 3 3 White
71 0 0 0 White
88 0 2 2 White
75 0 2 2 White
66 0 1 1 White
69 2 1 1 Black
78 0 0 0 White
19 0 9 2 White
76 1 0 0 Black
52 0 4 4 White
39 3 2 2 White
81 0 2 2 White
85 0 0 0 Black
50 1 1 1 White
66 0 8 5 White
80 0 3 3 White
64 0 4 4 Black
73 0 2 2 White
75 0 0 0 Black
55 2 8 8 Hispanic.Latino
71 0 9 9 White
72 0 9 9 Black
71 0 9 8 Black
85 0 4 1 Black
69 0 0 0 White
75 0 0 0 White
75 0 2 1 White
67 0 0 0 White
58 0 0 0 Black
73 0 6 6 White
65 0 1 9 Black
55 0 7 7 White
61 0 9 9 White
50 1 9 0 White
88 0 1 1 White
54 0 1 1 Black
18 3 0 0 Black
63 0 2 2 Black
59 0 3 3 White
64 0 1 1 Black
79 0 2 0 White
51 0 1 0 White
66 2 2 2 Black
91 0 1 1 White
64 0 2 2 White
82 0 3 1 White
82 0 9 9 White
53 0 1 1 Black
57 1 0 0 White
52 0 9 1 White
39 2 0 0 White
73 0 0 0 Black
68 0 0 0 White
43 1 9 0 White
63 0 1 1 Black
56 0 1 1 White
75 0 3 3 White
81 0 9 6 White
32 2 6 5 White
52 0 1 0 White
76 0 2 2 White
75 0 2 2 White
70 0 4 4 White
40 2 2 2 Black
66 0 0 0 White
25 0 9 3 Other
48 0 7 0 White
56 0 1 1 Black
77 0 6 6 Black
57 0 0 0 White
68 3 9 9 Black
72 0 1 1 White
76 0 0 0 White
54 1 9 9 White
87 0 8 8 White
75 0 1 0 White
74 0 0 0 White
57 1 2 1 Black
71 0 9 9 Other
86 0 5 5 White
88 0 1 1 White
65 2 1 1 Black
56 0 4 1 White
81 2 3 3 White
57 1 5 5 White
83 0 9 9 White
86 0 9 6 White
54 0 2 2 Black
80 0 6 4 White
80 0 0 0 Black
45 1 5 4 White
62 0 1 1 White
82 0 4 6 White
65 0 2 1 White
70 0 1 1 White
73 0 2 2 White
54 0 6 6 White
54 0 2 2 White
45 0 9 9 White
67 0 0 0 White
79 0 2 2 White
75 0 6 4 White
67 0 2 2 White
60 0 1 1 White
88 0 2 2 White
63 0 2 2 White
89 0 2 1 White
54 0 5 2 Black
70 0 1 1 White
83 0 2 2 White
62 0 1 1 White
57 0 3 2 White
69 0 4 4 White
89 0 2 2 White
58 0 1 1 White
89 0 5 2 White
76 0 9 0 Black
50 0 2 2 Other
78 1 4 2 White
81 0 1 1 White
62 0 1 1 White
69 1 2 2 Black
81 0 7 0 White
83 0 1 1 White
50 0 0 0 White
68 0 9 9 White
88 0 9 9 White
78 0 9 9 White
75 2 3 9 White
71 0 2 2 White
65 0 2 2 White
30 2 2 2 White
58 1 5 9 White
76 0 1 1 Black
61 0 9 9 White
81 0 8 8 White
51 0 9 9 Other
50 2 1 1 White
82 0 0 0 White
55 0 0 0 Black
44 2 5 3 White
72 0 1 0 White
63 0 5 5 White
57 0 1 1 White
54 0 2 2 White
54 0 2 2 Black
72 0 2 1 White
58 1 9 9 White
64 0 5 0 White
41 3 1 2 Black
65 0 0 0 White
76 0 0 0 Black
59 0 1 0 Other
67 1 6 6 White
58 1 2 1 White
27 0 1 1 White
44 1 9 0 Other
63 0 0 0 White
86 0 2 2 White
89 0 8 0 White
57 0 1 1 White
59 0 3 3 White
62 2 9 9 Black
48 1 9 9 White
56 0 5 5 White
48 2 3 2 White
54 0 2 2 White
46 1 2 2 Black
67 0 9 9 White
74 0 5 5 White
66 0 0 0 Black
69 0 5 3 White
49 0 0 0 Black
83 0 2 4 White
69 0 0 0 White
57 0 1 0 Black
69 0 1 1 White
64 0 4 2 White
52 1 3 3 White
60 0 9 9 White
82 0 3 3 White
52 0 0 0 White
66 0 7 7 White
82 0 3 3 White
74 1 2 3 Black
65 1 9 0 Asian
83 0 6 5 Black
76 0 3 0 White
27 0 3 3 Hispanic.Latino
71 0 4 4 White
61 0 1 1 White
72 3 2 3 Black
77 0 3 3 Black
72 0 6 0 Black
26 1 6 0 Other
51 0 7 3 White
75 0 0 0 White
77 0 0 0 Black
74 0 2 2 Black
43 2 6 1 White
81 0 9 9 White
54 0 2 3 White
54 1 2 0 White
73 0 3 4 White
77 0 0 0 White
70 0 0 0 White
62 0 0 0 White
68 0 0 0 Black
65 0 9 5 White
63 0 3 3 White
73 0 2 2 White
67 0 2 1 White
77 0 0 0 White
57 0 7 4 Black
88 0 1 1 White
62 0 1 1 White
76 0 0 0 White
71 0 0 0 Black
64 0 2 2 White
71 0 9 9 White
51 0 1 1 White
73 0 0 0 White
71 0 9 0 Black
88 0 0 0 White
77 1 9 9 White
70 0 2 1 White
58 0 1 1 Other
74 1 3 0 White
61 0 0 0 White
57 0 6 1 White
77 0 9 9 White
79 0 7 2 White
59 0 9 0 White
73 0 5 3 White
72 0 1 6 White
54 0 1 1 White
72 0 4 4 White
71 3 0 0 White
49 1 3 0 White
57 1 9 5 White
62 0 2 1 White
63 0 2 1 White
82 1 6 6 Black
49 1 3 3 White
80 0 6 6 White
72 0 1 1 White
81 0 3 0 White
53 0 1 1 White
72 0 5 5 Black
66 0 1 1 White
50 1 3 3 White
80 0 0 0 White
86 0 1 1 White
69 0 9 9 Black
72 1 0 0 Black
71 0 3 3 Black
57 0 0 0 White
59 0 0 0 White
65 0 1 1 White
87 0 0 0 White
75 0 2 2 Other
67 0 5 4 White
75 0 0 0 White
86 0 1 1 White
52 1 9 9 Other
73 0 9 5 White
65 1 2 2 Black
65 0 0 0 White
49 2 5 0 White
59 1 0 0 Black
47 0 6 1 White
75 1 3 3 Black
70 1 0 0 Black
71 0 3 3 White
82 0 0 0 White
57 0 2 0 White
69 0 0 0 White
58 2 1 1 Black
76 0 0 0 White
47 3 9 0 White
87 0 4 2 White
65 0 0 0 White
59 0 6 0 Black
88 0 1 0 White
72 0 1 1 White
51 0 0 0 Black
77 0 1 0 White
63 0 6 6 White
58 0 5 5 White
80 0 2 1 White
68 1 1 1 Black
55 0 2 0 White
49 1 1 1 Hispanic.Latino
60 0 0 0 White
39 3 1 1 Black
65 0 1 1 Black
60 0 3 3 Black
82 0 6 1 White
87 0 0 0 White
64 0 6 1 Other
66 0 1 0 White
75 0 2 0 Black
67 1 9 5 White
70 0 0 0 Black
63 0 1 1 White
57 0 6 5 Black
43 0 4 0 White
64 1 2 0 White
68 3 5 5 Black
70 0 4 2 Black
77 0 1 0 White
56 0 2 1 White
72 0 4 4 White
30 0 0 0 Black
37 2 0 0 White
48 2 6 6 White
38 1 0 0 White
76 0 0 0 White
38 2 9 9 White
31 1 9 0 White
55 1 9 5 Black
70 0 0 0 White
38 3 9 9 Other
35 0 3 0 Black
31 0 2 2 White
30 0 0 0 Asian
50 1 3 3 White
45 3 1 1 Black
78 0 5 5 White
26 0 6 6 White
57 2 0 0 Black
55 0 0 0 Other
55 0 3 0 Black
48 2 0 0 White
63 0 4 4 White
29 0 1 0 Black
50 2 3 3 White
20 1 0 0 Black
30 3 2 2 Hispanic.Latino
45 3 9 6 White
30 1 9 8 White
28 0 1 1 Black
37 3 7 0 White
33 1 3 3 White
29 3 3 3 Hispanic.Latino
36 2 6 3 White
35 1 2 2 White
57 0 3 3 White
68 0 2 2 White
34 2 2 2 White
30 0 0 0 Other
54 1 9 7 White
21 2 9 0 White
47 3 0 0 White
43 1 3 0 White
65 0 0 0 White
58 0 2 0 White
72 0 1 1 White
32 0 1 1 Hispanic.Latino
37 2 1 1 Black
62 0 3 0 White
64 0 9 9 White
19 2 0 0 White
68 0 2 2 Black
59 0 9 8 Black
42 2 5 0 Black
67 0 2 2 White
65 1 1 0 White
60 0 0 0 White
64 0 0 0 Black
61 0 3 3 Black
41 2 8 8 White
32 0 1 2 White
66 1 0 0 Black
38 0 0 0 White
61 0 3 3 White
30 1 1 1 Asian
34 0 9 9 Black
50 1 9 8 White
59 0 0 0 White
30 0 0 0 White
27 0 9 0 Other
38 1 1 1 White
21 1 4 4 Hispanic.Latino
44 3 2 0 White
55 0 1 0 Other
24 0 9 0 Black
33 2 9 8 Black
71 0 9 6 White
49 1 9 7 Black
19 0 2 2 Hispanic.Latino
44 2 0 0 White
38 0 0 0 White
65 0 3 3 White
40 1 9 0 White
46 1 9 9 White
39 2 9 9 White
27 0 9 9 Hispanic.Latino
95 0 4 4 White
65 0 1 1 White
60 0 2 0 White
37 2 9 0 Black
53 0 0 0 White
66 0 9 9 White
61 0 9 9 White
25 0 9 9 White
47 1 0 0 White
48 0 0 0 Black
28 0 3 3 White
57 0 4 0 White
52 2 9 9 White
30 2 6 6 White
37 3 0 0 Hispanic.Latino
40 3 8 8 Hispanic.Latino
63 0 1 9 White
32 0 0 0 White
40 2 9 0 White
52 0 0 0 Hispanic.Latino
34 0 1 1 White
46 0 2 2 White
76 1 0 0 White
26 0 2 2 White
52 0 9 3 White
56 2 0 0 White
53 0 0 0 White
72 0 4 4 Black
71 0 0 0 Black
64 0 0 0 White
74 0 4 4 White
75 1 3 3 White
64 0 0 0 White
71 1 9 9 White
45 1 9 9 White
70 1 9 4 Black
65 1 1 1 White
62 1 3 2 White
40 2 2 2 White
47 2 9 0 White
23 0 5 4 White
87 0 1 1 White
87 0 0 0 White
27 0 9 9 White
57 2 6 4 White
19 2 4 4 Black
29 1 2 1 White
84 0 0 0 White
58 0 1 1 Black
35 2 9 0 White
48 2 5 6 White
39 3 9 9 White
18 3 0 0 White
35 3 9 9 White
50 0 0 0 White
33 0 1 0 White
50 0 2 1 White
49 0 4 0 White
83 0 1 1 White
25 0 6 3 White
83 0 0 0 White
43 2 0 0 Asian
48 1 9 9 White
22 3 0 0 Asian
34 2 0 0 White
79 0 2 2 White
45 0 5 3 White
51 0 0 0 White
93 0 0 0 White
87 0 2 2 White
56 0 0 0 White
45 1 1 0 Hispanic.Latino
50 1 5 1 Black
68 0 6 6 White
49 0 0 0 White
22 1 3 3 Black
62 0 0 0 White
29 0 1 1 Hispanic.Latino
61 2 1 3 Black
34 0 0 0 White
27 2 0 0 Hispanic.Latino
28 0 4 4 White
36 3 9 9 White
49 2 9 9 White
38 2 9 4 White
45 0 0 0 White
43 1 2 2 Black
26 0 9 0 Black
43 2 5 6 Hispanic.Latino
32 1 3 2 White
40 2 9 9 White
26 0 4 4 White
46 1 3 2 Black
32 0 0 0 White
60 1 0 0 Black
41 3 0 0 Hispanic.Latino
22 0 5 0 White
19 0 5 3 White
67 0 0 0 White
39 0 3 1 White
43 2 4 0 White
45 3 4 0 White
46 2 6 6 White
19 0 2 0 Black
34 2 0 0 White
32 0 0 0 White
31 2 0 0 Hispanic.Latino
69 0 2 2 White
71 0 0 0 Black
36 3 0 0 White
77 0 9 0 White
75 0 6 6 White
65 0 0 0 White
46 3 4 4 White
35 1 2 2 White
76 0 0 0 White
69 0 0 0 White
28 0 3 3 Black
46 3 0 0 White
54 0 9 3 White
22 0 1 0 White
34 1 9 3 White
34 0 0 0 White
69 0 3 3 White
41 1 8 9 White
50 0 3 3 White
89 1 1 4 White
66 0 1 0 Other
27 0 9 9 White
70 0 0 0 Hispanic.Latino
43 2 0 0 White
50 0 3 0 White
60 2 9 8 Black
40 0 0 0 Hispanic.Latino
60 0 2 2 Black
41 2 0 0 White
48 3 2 2 White
38 2 0 0 White
56 0 4 0 White
47 2 0 0 Asian
56 0 4 4 Black
26 0 2 0 White
72 0 3 3 White
63 0 3 3 White
53 0 1 0 White
43 1 2 0 White
34 0 2 0 White
24 0 9 5 Other
24 0 3 0 White
51 0 0 0 Black
56 0 3 3 White
66 0 0 0 White
51 1 3 1 White
61 3 2 9 Black
65 0 0 0 White
33 3 3 1 White
26 0 0 0 White
52 1 0 0 White
69 0 4 4 Hispanic.Latino
60 0 4 0 Hispanic.Latino
26 0 3 0 Black
64 0 6 4 Black
48 1 3 2 White
67 0 2 2 White
56 0 1 5 White
64 0 9 0 White
62 0 9 2 White
42 2 2 0 White
58 1 2 2 Hispanic.Latino
67 2 3 3 White
33 2 9 0 Black
40 2 9 9 White
40 2 9 9 White
39 3 0 0 Black
50 0 0 0 White
34 3 0 0 Black
70 0 0 0 White
37 2 0 0 White
25 0 0 0 Asian
67 0 1 1 Black
38 3 2 1 Black
72 0 4 4 Other
62 2 0 0 White
40 2 4 2 White
41 0 4 4 Black
42 3 0 0 White
52 0 0 0 White
57 1 7 0 Black
66 0 3 2 White
32 2 2 5 Black
69 0 4 4 White
64 0 5 9 White
47 1 0 0 White
50 0 9 7 White
60 0 5 0 Asian
49 0 1 1 White
50 1 2 0 White
22 0 5 0 White
35 2 9 0 White
68 1 0 0 White
26 0 9 0 Black
66 2 9 9 Other
36 1 0 0 White
39 0 2 0 White
21 1 5 0 White
48 0 9 6 White
80 2 1 1 White
41 3 1 0 White
50 0 4 3 White
48 0 0 0 Black
35 2 9 0 White
75 0 0 0 Other
27 0 7 7 White
50 0 9 9 White
50 1 1 1 White
62 0 0 0 White
71 0 1 0 White
51 0 0 0 White
38 2 6 0 White
40 2 0 0 Black
27 0 0 0 White
27 1 2 2 White
73 2 3 3 Black
64 0 5 5 White
73 0 0 0 White
27 3 4 0 Black
50 1 2 2 White
50 3 4 4 White
39 2 4 4 White
47 3 9 9 White
37 3 5 5 White
24 0 5 0 White
42 2 1 0 White
57 0 5 3 White
46 0 0 0 White
39 3 9 8 White
69 0 9 9 White
68 0 2 2 White
50 0 3 0 Black
46 2 3 0 White
41 0 1 1 White
71 0 0 0 White
80 0 0 0 White
35 1 0 0 Black
70 0 0 0 White
42 1 6 0 White
45 3 2 2 White
38 0 5 4 Other
38 1 1 0 White
62 0 9 9 White
34 0 0 0 White
55 0 2 0 White
77 0 0 0 White
19 2 1 0 White
77 0 0 0 White
47 0 0 0 White
41 2 0 0 White
38 0 5 2 Black
48 1 0 0 Black
65 0 1 1 White
44 1 1 1 White
34 1 0 0 White
69 2 2 2 Other
45 2 5 0 Asian
56 1 0 0 White
39 0 2 2 Black
33 3 0 0 White
25 0 0 0 White
46 2 1 1 Black
20 0 5 0 White
28 0 9 9 White
69 0 0 0 White
35 0 5 4 White
49 1 9 3 White
53 0 9 9 White
55 0 4 0 White
58 0 0 0 White
65 0 1 0 White
31 0 2 2 Black
33 2 2 2 White
40 1 1 1 White
49 1 2 2 White
47 0 1 1 White
41 3 2 2 White
66 0 3 0 White
55 0 2 0 White
34 0 0 0 White
29 2 5 2 White
35 1 5 5 Black
63 0 4 1 White
54 0 6 6 White
27 0 1 0 Black
52 2 6 0 White
30 0 0 0 White
21 0 2 0 White
20 2 0 0 Hispanic.Latino
31 0 3 0 White
48 3 9 9 Asian
48 2 3 3 White
